,Name,Price,Engine,Mileage,BodyType,FuelType,Transmission,SellerType,City,Description,Link
113,"Toyota RAV4, 2011",1300000,2.0 CVT (158 л.с.),136 200 км,внедорожник,бензин,полный,Ошибка,"Удмуртская Республика, Ижевск","Продам легендарный автомобиль! В хорошем техническом состоянии, все обслуживание по регламенту, есть крашеные элементы. 2й авто в семье, ездила жена, она же и собственник. Сигнализация с автозапуском, 2 комплекта резины в хорошем состоянии. В автомобиле имеется климат и круиз контроль, полный электропакет, зеркала с обогревом и складыванием, датчик света и дождя, задний парктроник, светодиодные фары и многое другое. Возможна продажа в кредит через автосалон.","Toyota RAV4, 2011"
114,"Kia Rio, 2013",RUB,1.6 AT (123 л.с.),132 648 км,седан,бензин,передний,Ошибка,"Нижегородская область, Городецкий муниципальный округ, Городец","Продам хороший авто. Комплектация с климатом, подогревом руля и зоны дворников. Автозапуск. Полностью обслужен. #Красивый номер в подарок#. Торга Нет!. С продажей не тороплюсь. Иногда могу не ответить, работа.","Kia Rio, 2013"
115,"Kia Sportage, 2012",4500000,2.0 AT (150 л.с.),130 000 км,внедорожник,бензин,полный,Ошибка,"Московская область, Одинцовский г.о., Кубинка","Машина в отличном состоянии. Продаётся по причине покупки нового авто. Резина лето и зима на дисках. Торг у капота. Был арест из за штрафа, все оплачено, на днях снимут. Два люка, запуск с кнопки. Торг уместен, но у капота. Вин Xwepc811dc0018576.","Kia Sportage, 2012"
116,"Mercedes-Benz E-класс, 2010",RUB,1.8 AT (184 л.с.),235 400 км,седан,бензин,задний,Ошибка,"Республика Крым, Кировский р-н, городское поселение Старый Крым, Старый Крым","В продаже Ешка в Amg-обвесе, в хорошем состоянии как по кузову так и технически, чёрный потолок, адаптивный свет, диски R17, подрулевые лепестки, электро привод сидений, электро зеркала, двух зонный климат контроль, двигатель работает тихо, коробка переключает плавно, по ходовой ничего не стучит не гремит, трассу держит хорошо. Было пару косметических окрасов. Документы чистые, оформление без проблем. Последнее ТО на пробеге 235000 замена масла и фильтров. Рассмотрю варианты обмена в обе стороны.","Mercedes-Benz E-класс, 2010"
117,"Hyundai Solaris, 2016",450000,1.4 AT (107 л.с.),134 030 км,седан,бензин,передний,Ошибка,Санкт-Петербург,"В нашем автоцентре Вы можете воспользоваться следующими услугами: Срочный выкуп автомобиля любой марки в течении 30-минут, деньги сразу; Trade-IN (прием автомобиля в зачет стоимости нового или с пробегом); Выкуп кредитных автомобилей, Прием автомобилей на комиссию (помощь в продаже). Оформление кредита, решение в течении 20 минут после подачи заявки; Срок кредитования от 6 до 96 месяцев, с возможностью как полного, так и частичного досрочного погашения, без штрафов и дополнительных комиссий. Выгодное Предложение! Эксклюзивные Условия При Покупке В Кредит! Дополнительная Выгода При Сдаче Вашего Авто! Гарантия Юридической Чистоты Сделки! Первоначальный Взнос От 0%. Кредит По Двум Документам. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля В Кредит. Всем Нашим Клиентам В Подарок Комплект Шин. Страхование Каско Или Осаго. Регистрация В Гибдд. Полный Бак Бензина. Оплата Проезда ДО Нашего Автоцентра. Предпродажная подготовка — мы исправили все основные недостатки в автомобиле, произвели глубокую химчистку салона и полировку всех кузовных элементов, а также подготовили список рекомендаций по дальнейшей эксплуатации автомобиля. Программа «Техническая Гарантия» — программа предусматривает устранение пост продажных поломок узлов и агрегатов автомобиля и дальнейшего обслуживания в сети наших специализированных сервисных центров. Продажа в кредит — более 15 Банков партнеров и более 52 различных программ, а также специальные скидки при покупки автомобиля с пробегом. Подача заявки осуществляется в автосалоне, либо онлайн, связавшись по телефону с отделом кредитования нашего Автоцентра. Тест-Драйв, приехав в автосалон Freeдом Авто вы всегда можете сделать тест-драйв на любом понравившемся вам автомобиле. Trade In — обмен Вашего авто на автомобиль представленный в нашей компании. При обмене вашего автомобиля, компания Freeдом Авто, также предоставляет дополнительные скидки до 200 000,00 руб. Страхование Каско, Осаго. В нашем автосалоне вы всегда можете осуществить любой вид страхование, в независимость от того приобретен автомобиль у нас или же у сторонних организаций. «Программа лояльности» для постоянных клиентов, наша компания предоставляет гибкую систему скидок и бонусов. Более подробную информацию по наличию автомобилей Вы можете узнать на нашем официальном сайте. Для этого откройте карточку магазина, которая находится под номером телефона, далее переходите в раздел «контакты» и переходите по ссылке. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля Кредит.","Hyundai Solaris, 2016"
118,"ВАЗ (LADA) 2114 Samara, 2011",RUB,1.6 MT (81 л.с.),217 000 км,хетчбэк,бензин,передний,Ошибка,"Республика Дагестан, г.о. Кизилюрт, город Кизилюрт",Машина идеальном состоянии сел поехал без вложений газ документы чистые не б/к срочно срочно реальному клиенту торг разумный глупые вопросы не задавайте звонить любое время братья)))24/7.,"ВАЗ (LADA) 2114 Samara, 2011"
119,"Kia Soul, 2016",725000,1.6 AT (124 л.с.),52 961 км,хетчбэк,бензин,передний,Ошибка,Санкт-Петербург,"Продам свою любимую машину. Авто в идеальном состоянии. Я первый собственник, покупал в салоне на пр. Непокоренных в 2016 году. Машина полностью обслужина, делать ничего не надо. Авто обслуживалось в Шувалово моторс все время. Было 2 незначительных Дтп ( фото покажу, скрывать нечего). Ремонт делали по каско на сто официального дилера. Установлена сигнализация с автозапуском. Салон ухоженный, собак не возили. На остальные вопросы отвечу по телефону. Готов на любые проверки за Ваш счёт на сто на севере города. Помощь в продаже не нужна. Продажа только с полным переоформлением в мрэо.","Kia Soul, 2016"
120,"Toyota Corolla, 2005",RUB,1.6 AT (110 л.с.),240 000 км,седан,бензин,передний,Ошибка,"Кабардино-Балкарская Республика, Нальчик","Продам авто. Состояние среднее, имеются сколы, царапины, левый порог с коррозией, на фото все видно. Машина на полном ходу, мотор работает без нареканий, коробка переключает плавно без пинков. Заводится с полоборота, не подводила даже в морозы. Резина только зима. Из срочных вложений требуется замена задних тормозных дисков и колодок, так же глушитель уже старенький, желательно заменить. Цена 350000. Торг уместен.","Toyota Corolla, 2005"
121,"Hyundai ix35, 2012",869000,2.0 AT (150 л.с.),152 000 км,внедорожник,бензин,полный,Ошибка,"Саратовская область, Энгельсский р-н, Энгельс","Я 3 хоз. Вторая машина в семье ( жена возит детей в школу и вечером со школы). Бережная эксплуатация. Авто в отличном состоянии. Оч. Хорошая комплектация: коробка автомат ( не вариатор или другая хрень), полный привод (работает как новый), обогрев всех сидений, датчики дождя и света, двухзонный климатконтроль, круиз-контроль, мультируль, помощь при подъеме, функция кикдаун, охлаждаемый бардачок, задний парктроник… Документы оригинальные и в порядке. Сигнализация Пандора с автозапуском и возможностью управления с моб. Телефона. Продаю не спеша (от машины не избавляюсь). Любые проверки приветствую!","Hyundai ix35, 2012"
122,"Ford Mondeo, 2008",RUB,2.0 MT (145 л.с.),173 000 км,седан,бензин,передний,Ошибка,"Воронежская область, Воронеж","Продаю авто в отличном состоянии не бита и не крашенная, стекла все родные, но на фордах есть больные места, а это арки и пороги я их освежил летом теперь кузов без жуков без сколов, двигатель 2 литра цепной самый надёжный из всей линейки фордов не дымит и не троит и ошибок нет, коробка механика лучше сочетание и не придумать, ходовая не гремит, салон не прокуренный, комплектация хорошая есть все не обходимое для комфортной езды кондиционер работает, машина вложений не требует не каких остальные вопросы по телефону торг при осмотре.","Ford Mondeo, 2008"
123,"Audi A8, 2007",1160000,4.2 AT (350 л.с.),188 000 км,седан,бензин,полный,Ошибка,"Ставропольский край, Минераловодский г.о., Минеральные Воды",Для своих лет в достойном состоянии. Юридически чистая готова к переоформлению. Вся в родной краске за исключением одного косметического окраса! Двигатель не дымит работает ровно! Комплект Грм заменен! Акпп заменил на контрактную! Пневма работает во всех режимах и всех положениях! Ходовая без посторонних стуков! На все интересующие вопросы отвечу по телефону или в сообщениях! Торг при осмотре! Автомобиль в отличном состоянии не новая и не музейный экспонат.,"Audi A8, 2007"
124,"ГАЗ ГАЗель 3302, 2007",RUB,2.4 MT (140 л.с.),168 000 км,фургон,бензин,задний,Ошибка,"Московская область, Люберцы","Газель в хорошем состоянии, сел поехал. Размеры кузова: ш2-10 в2-30 д3-20. Полностью обработана мовилем.","ГАЗ ГАЗель 3302, 2007"
125,"Opel Insignia, 2011",450000,2.0 AT (220 л.с.),99 000 км,седан,бензин,передний,Ошибка,Москва,"Родной пробег — любые проверки. Бодрый автомобиль. Все время в одних руках. Покупался у ОД, там же и обслуживался до 50 тыс км пробега. Ошибок нет, как и нареканий в работе. Птс оригинал. Vin на предпоследнем фото. Торг символический. P. S. Юридическим лицам, автосалонам, аукционам, дилерам и тд и тп просьба не беспокоить. Никуда не выезжаю. Выкуп и комиссия не интересуют.","Opel Insignia, 2011"
126,"Citroen C4, 2005",RUB,1.6 AT (109 л.с.),193 000 км,хетчбэк,бензин,передний,Ошибка,"Республика Татарстан, Казань","Продаётся автомобиль на полном ходу, 26.07.2022 году был ремонт рулевой рейки, замена масла в двигателе, наконечники, пыльники, замена масла, по кузову есть моменты, машине 17 лет, не ожидаете конфетку. Звоните, пишите. Отвечу на вопросы.","Citroen C4, 2005"
127,"Chevrolet Cruze, 2009",1250000,1.8 AT (141 л.с.),217 600 км,седан,бензин,передний,Ошибка,Санкт-Петербург,"Рабочая машина, далеко не новая и есть куда приложить руки. Есть царапины, вмятинки незначительные. Новое лобовое, перебрана почти вся подвеска, задние ступицы заменены, термостат так же менялся. Самый главный недостаток пинается автомат со 2 на 3 передачу. На машине езжу каждый день. Продаю так как покупаю новую машину.","Chevrolet Cruze, 2009"
128,"BMW 3 серия, 2014",RUB,2.0 AT (184 л.с.),160 000 км,седан,дизель,полный,Ошибка,Москва,"Автомобиль в хорошем состоянии. Вложений не требует. По машине: Тормоза от 335. Пружины hr -45. Nbt. Led приборная панель. St2 diesel boost. Прямая трасса с доунпайпом, резонатор гельмгольца. Из последних вложений: На пробеге 140000км перебрал раздатку. Осенью 2022 года полный перекрас, полная полировка, химчистка + керамика. Новые билед линзы с стеклами. Подсветка в дверные карты. Новая зимняя резина Toyo. За техническим состоянием всегда следил. Обслуживание каждые 8т км. Обслуживал в клубных сервисах. Много чего поменяно, ставил только оригинал или хороший аналог. Денег вложено много. При мне было одно Дтп, притерли две левые двери и заднее левое крыло. Фото есть, ничего критичного. Осмотр: Красногорск, Павшинская пойма. Если не беру телефон, пишите. Перезвоню.","BMW 3 серия, 2014"
129,"Hyundai Solaris, 2011",610000,1.6 AT (123 л.с.),150 500 км,хетчбэк,бензин,передний,Ошибка,"Костромская область, Кострома","Отличный автомобиль, в Дтп не участвовал, все элементы кузова родные. Очень бережная эксплуатация, салон в идеальном состоянии, не прокуренный. Полностью обслужен, двигатель и Акпп в безупречном состоянии. Предмаксимальная комплектация: обогрев зоны дворников, передних сидений, зеркал, заднего стекла, климат-контроль, противотуманные фары, повторители в зеркалах, кожаный мультируль, штатный подлокотник в центральной консоли, стеклоподъемники передние и задние, 6 динамиков, электрорегулировка зеркал, центральный замок. В машине все работает в штатном режиме. Установлена хорошая сигнализация Starline с автозапуском. Красивые литые диски. Торг только у капота.","Hyundai Solaris, 2011"
130,"Ford Focus, 2013",RUB,1.6 AMT (125 л.с.),204 000 км,седан,бензин,передний,Ошибка,Севастополь,Автомобиль находится в идеальном состоянии. Никаких вложений не требует!,"Ford Focus, 2013"
131,"Volkswagen Polo, 2011",1300000,1.6 MT (105 л.с.),190 000 км,седан,бензин,передний,Ошибка,"Ямало-Ненецкий АО, Ноябрьск","Состояние автомобиля хорошее, родной пробег. Расход масла отсутствует, установлен подогрев двигателя, так же установлена дополнительная помпа. Коробка передач требует внимания- нет 2 и 3 скорости, проблема в кулисе, либо в коробке передач. Комплект зимней резины, автозапуск, музыка штатная, установлен монитор. Машина на ходу, любые проверки за ваш счёт. Торг уместен. Обмен на приору.","Volkswagen Polo, 2011"
132,"Hyundai Solaris, 2014",RUB,1.6 AT (123 л.с.),290 000 км,седан,бензин,передний,Ошибка,"Ставропольский край, Минераловодский г.о., хутор Садовый","Продаю Hyundai Solaris, мотор, коробка в отличном состоянии, масло не жрёт. Ходовая не гремит, не стучит, обслуживалась вовремя. Есть незначительные косячки по кузову, на фото всё видно. Все вопросы по телефону. Торг только у капота! Со своими ценами не пишете и не предлагайте! Обмена тоже нет. Срочно.","Hyundai Solaris, 2014"
133,"Mazda 6, 2008",1070000,2.0 AT (147 л.с.),160 000 км,универсал,бензин,передний,Ошибка,"Московская область, Одинцовский г.о., Звенигород",Машина в хорошои состояние матор каропка работает в штатном режиме без проблем ризина новая масла филитра в маторе и каропке паминял 3000 км назат стаит автозапуск. Асталиные вапросы по телефону. Торг у машины.,"Mazda 6, 2008"
134,"Hyundai Accent, 2007",RUB,1.5 MT (102 л.с.),185 000 км,седан,бензин,передний,Ошибка,"Ростовская область, Ростов-на-Дону","По факту 1 хозяин ( отец и сын). Птс оригинал! Автотека как у нового авто, зелёная вся! Без вложений вообще! Все стёкла оригинал! Без трещин! Не ржавый не гнилой! Вообще! Реально живой экземпляр, такой тяжело найти! Мотор шепчет! Все работает! Ходовая как мячик, повторюсь без вложений!","Hyundai Accent, 2007"
135,"Chery Tiggo 5, 2018",578000,2.0 CVT (136 л.с.),139 500 км,внедорожник,бензин,передний,Ошибка,Санкт-Петербург,"В нашем автоцентре Вы можете воспользоваться следующими услугами: Срочный выкуп автомобиля любой марки в течении 30-минут, деньги сразу; Trade-IN (прием автомобиля в зачет стоимости нового или с пробегом); Выкуп кредитных автомобилей, Прием автомобилей на комиссию (помощь в продаже). Оформление кредита, решение в течении 20 минут после подачи заявки; Срок кредитования от 6 до 96 месяцев, с возможностью как полного, так и частичного досрочного погашения, без штрафов и дополнительных комиссий. Выгодное Предложение! Эксклюзивные Условия При Покупке В Кредит! Дополнительная Выгода При Сдаче Вашего Авто! Гарантия Юридической Чистоты Сделки! Первоначальный Взнос От 0%. Кредит По Двум Документам. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля В Кредит. Всем Нашим Клиентам В Подарок Комплект Шин. Страхование Каско Или Осаго. Регистрация В Гибдд. Полный Бак Бензина. Оплата Проезда ДО Нашего Автоцентра. Предпродажная подготовка — мы исправили все основные недостатки в автомобиле, произвели глубокую химчистку салона и полировку всех кузовных элементов, а также подготовили список рекомендаций по дальнейшей эксплуатации автомобиля. Программа «Техническая Гарантия» — программа предусматривает устранение пост продажных поломок узлов и агрегатов автомобиля и дальнейшего обслуживания в сети наших специализированных сервисных центров. Продажа в кредит — более 15 Банков партнеров и более 52 различных программ, а также специальные скидки при покупки автомобиля с пробегом. Подача заявки осуществляется в автосалоне, либо онлайн, связавшись по телефону с отделом кредитования нашего Автоцентра. Тест-Драйв, приехав в автосалон Freeдом Авто вы всегда можете сделать тест-драйв на любом понравившемся вам автомобиле. Trade In — обмен Вашего авто на автомобиль представленный в нашей компании. При обмене вашего автомобиля, компания Freeдом Авто, также предоставляет дополнительные скидки до 200 000,00 руб. Страхование Каско, Осаго. В нашем автосалоне вы всегда можете осуществить любой вид страхование, в независимость от того приобретен автомобиль у нас или же у сторонних организаций. «Программа лояльности» для постоянных клиентов, наша компания предоставляет гибкую систему скидок и бонусов. Более подробную информацию по наличию автомобилей Вы можете узнать на нашем официальном сайте. Для этого откройте карточку магазина, которая находится под номером телефона, далее переходите в раздел «контакты» и переходите по ссылке. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля Кредит.","Chery Tiggo 5, 2018"
136,"ВАЗ (LADA) Granta, 2012",RUB,1.6 MT (87 л.с.),240 000 км,седан,бензин,передний,Ошибка,"Ставропольский край, Будённовский муниципальный округ, Будённовск","Продаю Гранту 2012 г. В. Я собственник, оформлена на меня. Юридически кристально чистая, без штрафов и ограничений. Машина садись и езжай. Все расходники только что поменял: новое масло в двигателе, новое масло в коробке, антифриз, свечи, броне провода, отрегулировал клапана. Новые радиаторы. Новый аккумулятор. Двигатель в прошлом году полностью капиталился, масло не берет, работает ровно и не дымит. Весь сухой. Клапана не гнёт. Установил и оформил форсуночное газовое оборудование, под запаску. Коробка передач идеальная, не хрустит и не выбивает. Ходовую часть не так давно перебирал. Не гремит, не стучит. Отдаю два комплекта колес, на хороших литых дисках R15. Лето и зима. Имеется: электроусилитель руля, передние электростеклоподъемники, центральный замок, музыка, Bluetooth. Кондиционера нету. Пожалуйста, прошу обратить внимание, машина не новая, но в хорошем состоянии. По пояс освежалась, без серьёзных дтп. Гнили, жучков нету. Днище стаканы, двери, пороги, целые. Салон экокожа, ухоженный. Осмотр в г. Буденновск. Торг.","ВАЗ (LADA) Granta, 2012"
137,"Opel Omega, 1998",240000,2.0 AT (136 л.с.),340 000 км,седан,бензин,задний,Ошибка,"Орловская область, Орёл","2 владельца оригинал Птс! Машина в отлично состоянии для своих лет. Не гнилая! Коробка и двигатель работают отлично. Чистокровный немец пригнан в Россию в 2014г. Очень комфортный и надежный автомобиль. Сигнализация с автозапуском, двухзонный климат контроль, круиз контроль. Электронный зеркала и сидения. Качественная мультимедиа, подогрев сидений, зеркал и заднего стекла. Электрическая задняя шторка, 4 стеклоподъемника и многое другое. 2 комплекта ключей. Торг у капота.","Opel Omega, 1998"
138,"Mazda 6, 2003",RUB,1.8 MT (120 л.с.),214 000 км,седан,бензин,передний,Ошибка,Москва,"В продаже Mazda 6. Что качком технической части, коробка не хрустит не вылетает, мотор работает ровно, не дымит. По электрике не каких проблем нету все кнопки работают, в том числе и на руле. Вин Номер Полностью Чиаем, хотя это их болезнь. По кузову все видно на фото, по дну и порогам дыр и т. П нету. Юридический машина полностью чиста, не каких запретов, залогов, штрафов и т. П. Торг возможен в пределах разумного. Все остальные вопросы по телефону.","Mazda 6, 2003"
139,"Opel Astra GTC, 2008",1400000,1.8 MT (140 л.с.),260 000 км,хетчбэк,бензин,передний,Ошибка,"Краснодарский край, г.о. Сочи, с. Сергей-Поле","Продам астру купэ,1.8 мотор на 140 сил. Космо комплектация,17 диски. Панорама все дела). Требует вложений на 50 т. Р. Замена сальника коленвала, прокачка сцепления, и по мелочи. Продажа в связи с погашением кредита. Авто не в залоге не в кредите, чистые документы, живой кузов, внимание привлекает)))). Звонить с 10:00-22:00.","Opel Astra GTC, 2008"
140,"Volkswagen Polo, 2011",RUB,1.6 MT (105 л.с.),226 000 км,седан,бензин,передний,Ошибка,"Тверская область, Тверь","Один владелец, идеальное состояние. Максимальная комплектация. Авто без вложений. Вин Xw8zzz61zcg017528.","Volkswagen Polo, 2011"
141,"Subaru WRX, 2004",350000,2.0 MT (225 л.с.),190 000 км,седан,бензин,полный,Ошибка,Санкт-Петербург,"Subaru Wrx Sti 450лс 2004г 4 секунды до 100! Был во владении у Сергея Кабаргина! По технической части: - турбина новая. ⁃ фронтальный интеркулер с развернутым впуском. - равнодлинный коллектор. ⁃ толстый радиатор. ⁃ большой маслокуллер. ⁃ твинскрол garrett 20. ⁃ внешний вестгейт. ⁃ форсунки perrin 750. ⁃ блок 205. ⁃ выхлоп 76. ⁃ новый насос dw200. ⁃ Датчики defi с юнитом (буст, давление масла, egt) + реплика greddy температура масла. ⁃ мкпп 6 ступ без Dccd. ⁃ brembo gold. ⁃ стойки перевертыши с тавортницами от spc. ⁃ передние рычаги алюминий. ⁃ задние развальные. ⁃ распорки спереди верх низ и сзади. Идеальное техническое состояние, состояние кузова так же близко к идеальному! За машину не стыдно! Очень много тюнинга! Масло не расходует! Передний бампер под восстановление, могу отдать новый бампер, лежит в гараже. Я собственник, на учете на мне. Без залогов и ограничений. Двигатель вписан в птс. Рассмотрю варианты обмена, на обмен дороже!","Subaru WRX, 2004"
142,"Chevrolet Lacetti, 2011",RUB,1.4 MT (94 л.с.),143 000 км,седан,бензин,передний,Ошибка,"Республика Татарстан, Бугульминский р-н, Бугульма","2011г. В., 1.4МТ (94л. С.). Технически обслужен, в хорошем состоянии, без Дтп. Комплектация: - Подушка безопасности водительская. - Подушка безопасности переднего пассажира. - Светодиодные фары. - Передние противотуманные фары. - Кондиционер. - Гидроусилитель руля. - Электропривод боковых зеркал. - Электроподогрев зеркал. - Электроподогрев передних сидений. - Электрические стеклоподъемники передние. - Центральный замок. - Кожаная оплетка рулевого колеса. - Аудиосистема, 4 динамика. - Антиблокировочная система (Abs). - Парктроник задний. - Алюминиевые колесные диски 15"". Автосалон ""Авто-Легенда"". Продажа автомобилей с пробегом. Выкуп Вашего автомобиля по Максимально Выгодной Цене. Обмен автомобилей. Бесплатная оценка вашего автомобиля. Автокредитование. Оформление автокредита: подача документов и подписание кредитного договора происходит прямо в автосалоне. Еще один плюс — это возможность оформить Автокредит Без Первоначального Взноса! Центр страхования. Мы поможем Вам разобраться во всем разнообразии страховых услуг, подобрать оптимальный вариант и оформить Каско и/или Осаго. Мы гарантируем Юридическую Чистоту каждого автомобиля! Все автомобили проверяются по базе розыска, ограничений, залога! Адрес: Республика Татарстан, город Бугульма, ул. Тухачевского д.3А /1.","Chevrolet Lacetti, 2011"
143,"Ford Focus, 2006",1140000,1.6 MT (115 л.с.),205 000 км,хетчбэк,бензин,передний,Ошибка,"Челябинская область, Челябинск","Автомобиль в отличном техническом состоянии. Полностью обслужен. Владею 3 года. Три месяца назад сделано ТО. Не требует вложений. Все интересующие вопросы можете задать по телефону. Осмотр: в будни, вечером. После 18;00. Или в выходные дни.","Ford Focus, 2006"
144,"ВАЗ (LADA) Kalina, 2010",RUB,1.4 MT (89 л.с.),67 000 км,хетчбэк,бензин,передний,Ошибка,"Самарская область, Самара","Птс оригинал! Два собственника! Родной пробег, сервисная книжка. Кондиционер, стеклоподъёмники, Эур, сигнализация с автозапуском, центральный замок. Чистый салон. В хорошем техническом состоянии. Два комплекта ключей. Торг.","ВАЗ (LADA) Kalina, 2010"
145,"Toyota Camry, 2019",560000,2.5 AT (181 л.с.),90 000 км,седан,бензин,передний,Ошибка,"Республика Татарстан, Казань",Автомобиль в отличном состоянии!,"Toyota Camry, 2019"
146,"Hyundai Solaris, 2012",RUB,1.6 AT (123 л.с.),118 000 км,седан,бензин,передний,Ошибка,Москва,Продаю свою машину. Полностью обслужено и не требует вложения. Все работает как должно работать.,"Hyundai Solaris, 2012"
147,"Renault Kaptur, 2019",830000,1.6 CVT (114 л.с.),53 150 км,внедорожник,бензин,передний,Ошибка,"Краснодарский край, Курганинский р-н, Михайловское сельское поселение, станица Михайловская","Продаю Рено Каптюр 2019 г. В. Состояние хорошее. Я второй хозяин. Покупал в салоне. Двигатель 1,6 л., 114 л. С. Передний привод. Пробег родной. Эгур, Abs, Esp, электростеклоподъемники, электронное складывание зеркал, парктроники, круиз контроль, кнопка Старт-стоп, высокий клиренс. Птс дубликат, т. К. Оригинал был утерян предыдущим собственником. Машина в семье не единственная, продаю за ненадобностью.","Renault Kaptur, 2019"
148,"Audi Q5, 2013",RUB,2.0 AT (225 л.с.),116 000 км,внедорожник,бензин,полный,Автодилер,"Республика Татарстан, Казань","Здравствуйте. Я собственник. Продаю комфортный, быстрый и надёжный автомобиль. Богатая комплектация: салон кожа, электропривод багажника, сидений, климат-контроль, круиз контроль, музыка Audi concert (9 колонок+штатный сабвуфер). Полностью технически и юридически чистый автомобиль. Все масла и фильтра заменены. Автомобиль в хорошем состоянии. Новый хороший аккумулятор, все зап части ставил оригинальные, денег на машину и на обслуживание не жалел. Турбина, коробка, двигатель в идеальном состоянии. По кузову есть незначительные сколы и маленькие царапины, сделано 3 слоя керамики, машина выглядит красиво и достойно. За эти деньги вы покупаете достойный, красивый, быстрый и комфортный автомобиль бизнес класса. Машина в достойном состоянии. С глупыми предложениями продать на 100-200к дешевле не звонить. Цена за машину озвучена. Торг у капота!","Audi Q5, 2013"
149,"Hyundai Tucson, 2008",1400000,2.0 AT (140 л.с.),80 000 км,внедорожник,бензин,передний,Автодилер,"Воронежская область, Воронеж","Автомобиль в Заводском Окрасе кузова 100%, в Дтп не участвовал, Родной Пробег без каких либо корректировок, эксплуатировался пожилым человеком, второй автомобиль в семье! Своевременно обслуживался, технически полностью исправен, нет никаких нареканий. Авто в достойной комплектации, полный электропакет, климат система, Esp, Акпп, обогрев зоны дворников, пер. Сидений, задний ряд сидений трансформер, оригинальные литые диски и т. Д. Дополниьельно: сигнализация с обратной связью, стальная защита двигателя, тонировка заднего ряда сидений, парктроники. Авто Корейской Сборки! Надёжный двигатель с чугунным блоком и ресурсом более 300 тыс. Км! Недорогой в обслуживании, в таком состоянии данную модель уже не найти, единичный экземпляр на вторичном рынке! Салонам И Всякого Рода Помогалам Не Звонить, Продаю Самостоятельно!","Hyundai Tucson, 2008"
150,"Hyundai Solaris, 2014",RUB,1.6 MT (123 л.с.),175 000 км,седан,бензин,передний,Автодилер,"Тюменская область, Сургут",Автомобиль в хорошем состоянии. Пробег родной. Птс оригинал 2 владельца. Свои цены не надо писать.,"Hyundai Solaris, 2014"
151,"Hyundai Solaris, 2018",1150000,1.4 MT (100 л.с.),230 000 км,седан,бензин,передний,Автодилер,"Самарская область, Самара",Состояние идеальный торг при осмотре….,"Hyundai Solaris, 2018"
